00NAMA,Aberffraw
"00EWMP","Marbury"
"00EWMQ","Mickle Trafford"
"00EWMR","Neston and Parkgate"
"00EWMS","Northwich East and Shakerley"
"00EWMT","Northwich West"
"00EWMU","Overleigh"
"00EWMW","Sutton and Manor"
"00EWMX","Upton"
"00EWMY","Weaver"
"00EWMZ","Winsford North and East"
"00EWNA","Winsford South and West"
"00EXMZ","Audley"
"00EXNA","Bastwell"
"00EXNB","Beardwood with Lammack"
"00EXNC","Corporation Park"
"00EXND","Earcroft"
"00EXNE","East Rural"
"00EXNF","Ewood"
"00EXNG","Fernhurst"
"00EXNH","Higher Croft"
"00EXNJ","Little Harwood"
"00EXNK","Livesey with Pleasington"
"00EXNL","Marsh House"
"00EXNM","Meadowhead"
"00EXNN","Mill Hill"
"00EXNP","North Turton with Tockholes"
"00EXNQ","Queen's Park"
"00EXNR","Roe Lee"
"00EXNS","Shadsworth with Whitebirk"
"00EXNT","Shear Brow"
"00EXNU","Sudell"
"00EXNW","Sunnyhurst"
"00EXNX","Wensley Fold"
"00EXNY","Whitehall"
"00EYMZ","Anchorsholme"
"00EYNA","Bispham"
"00EYNB","Bloomfield"
"00EYNC","Brunswick"
"00EYND","Claremont"
"00EYNE","Clifton"
"00EYNF","Greenlands"
"00EYNG","Hawes Side"
"00EYNH","Highfield"
"00EYNJ","Ingthorpe"
"00EYNK","Layton"
"00EYNL","Marton"
"00EYNM","Norbreck"
"00EYNN","Park"
"00EYNP","Squires Gate"
"00EYNQ","Stanley"
"00EYNR","Talbot"
"00EYNS","Tyldesley"
"00EYNT","Victoria"
"00EYNU","Warbreck"
"00EYNW","Waterloo"
"00FAMX","Avenue"
"00FAMY","Beverley"
"00FAMZ","Boothferry"
"00FANA","Bransholme East"
"00FANB","Bransholme West"
"00FANC","Bricknell"
"00FAND","Derringham"
"00FANE","Drypool"
"00FANF","Holderness"
"00FANG","Ings"
"00FANH","Kings Park"
"00FANJ","Longhill"
"00FANK","Marfleet"
"00FANL","Myton"
"00FANM","Newington"
"00FANN","Newland"
"00FANP","Orchard Park and Greenwood"
"00FANQ","Pickering"
"00FANR","St Andrew's"
"00FANS","Southcoates East"
"00FANT","Southcoates West"
"00FANU","Sutton"
"00FANW","University"
"00FBND","Beverley Rural"
"00FBNE","Bridlington Central and Old Town"
"00FBNF","Bridlington North"
"00FBNG","Bridlington South"
"00FBNH","Cottingham North"
"00FBNJ","Cottingham South"
"00FBNK","Dale"
"00FBNL","Driffield and Rural"
"00FBNM","East Wolds and Coastal"
"00FBNN","Goole North"
"00FBNP","Goole South"
"00FBNQ","Hessle"
"00FBNR","Howden"
"00FBNS","Howdenshire"
"00FBNT","Mid Holderness"
"00FBNU","Minster and Woodmansey"
"00FBNW","North Holderness"
"00FBNX","Pocklington Provincial"
"00FBNY","St Mary's"
"00FBNZ","Snaith, Airmyn, Rawcliffe and Marshland"
"00FBPA","South East Holderness"
"00FBPB","South Hunsley"
"00FBPC","South West Holderness"
"00FBPD","Tranby"
"00FBPE","Willerby and Kirk Ella"
"00FBPF","Wolds Weighton"
"00FCMQ","Croft Baker"
"00FCMR","East Marsh"
"00FCMS","Freshney"
"00FCMT","Haverstoe"
"00FCMU","Heneage"
"00FCMW","Humberston and New Waltham"
"00FCMX","Immingham"
"00FCMY","Park"
"00FCMZ","Scartho"
"00FCNA","Sidney Sussex"
"00FCNB","South"
"00FCNC","Waltham"
"00FCND","West Marsh"
"00FCNE","Wolds"
"00FCNF","Yarborough"
"00FDMR","Ashby"
"00FDMS","Axholme Central"
"00FDMT","Axholme North"
"00FDMU","Axholme South"
"00FDMW","Barton"
"00FDMX","Bottesford"
"00FDMY","Brigg and Wolds"
"00FDMZ","Broughton and Appleby"
"00FDNA","Brumby"
"00FDNB","Burringham and Gunness"
"00FDNC","Burton upon Stather and Winterton"
"00FDND","Crosby and Park"
"00FDNE","Ferry"
"00FDNF","Frodingham"
"00FDNG","Kingsway with Lincoln Gardens"
"00FDNH","Ridge"
"00FDNJ","Town"
"00FFNG","Acomb"
"00FFNH","Bishopthorpe"
"00FFNJ","Clifton"
"00FFNK","Derwent"
"00FFNL","Dringhouses and Woodthorpe"
"00FFNM","Fishergate"
"00FFNN","Fulford"
"00FFNP","Guildhall"
"00FFNQ","Haxby and Wigginton"
"00FFNR","Heslington"
"00FFNS","Heworth"
"00FFNT","Heworth Without"
"00FFNU","Holgate"
"00FFNW","Hull Road"
"00FFNX","Huntington and New Earswick"
"00FFNY","Micklegate"
"00FFNZ","Osbaldwick"
"00FFPA","Rural West York"
"00FFPB","Skelton, Rawcliffe and Clifton Without"
"00FFPC","Strensall"
"00FFPD","Westfield"
"00FFPE","Wheldrake"
"00FKMX","Abbey"
"00FKMY","Allestree"
"00FKMZ","Alvaston"
"00FKNA","Arboretum"
"00FKNB","Blagreaves"
"00FKNC","Boulton"
"00FKND","Chaddesden"
"00FKNE","Chellaston"
"00FKNF","Darley"
"00FKNG","Derwent"
"00FKNH","Littleover"
"00FKNJ","Mackworth"
"00FKNK","Mickleover"
"00FKNL","Normanton"
"00FKNM","Oakwood"
"00FKNN","Sinfin"
"00FKNP","Spondon"
"00FNNF","Abbey"
"00FNNG","Aylestone"
"00FNNH","Beaumont Leys"
"00FNNJ","Belgrave"
"00FNNK","Braunstone Park and Rowley Fields"
"00FNNL","Castle"
"00FNNM","Charnwood"
"00FNNN","Coleman"
"00FNNP","Evington"
"00FNNQ","Eyres Monsell"
"00FNNR","Fosse"
"00FNNS","Freemen"
"00FNNT","Humberstone and Hamilton"
"00FNNU","Knighton"
"00FNNW","Latimer"
"00FNNX","New Parks"
"00FNNY","Rushey Mead"
"00FNNZ","Spinney Hills"
"00FNPA","Stoneygate"
"00FNPB","Thurncourt"
"00FNPC","Westcotes"
"00FNPD","Western Park"
"00FPMS","Braunston and Belton"
"00FPMT","Cottesmore"
"00FPMU","Exton"
"00FPMW","Greetham"
"00FPMX","Ketton"
"00FPMY","Langham"
"00FPMZ","Lyddington"
"00FPNA","Martinsthorpe"
"00FPNB","Normanton"
"00FPNC","Oakham North East"
"00FPND","Oakham North West"
"00FPNE","Oakham South East"
"00FPNF","Oakham South West"
"00FPNG","Ryhall and Casterton"
"00FPNH","Uppingham"
"00FPNJ","Whissendine"
"00FYNE","Arboretum"
"00FYNF","Aspley"
"00FYNG","Basford"
"00FYNH","Berridge"
"00FYNJ","Bestwood"
"00FYNK","Bilborough"
"00FYNL","Bridge"
"00FYNM","Bulwell"
"00FYNN","Bulwell Forest"
"00FYNP","Clifton North"
"00FYNQ","Clifton South"
"00FYNR","Dales"
"00FYNS","Dunkirk and Lenton"
"00FYNT","Leen Valley"
"00FYNU","Mapperley"
"00FYNW","Radford and Park"
"00FYNX","St Ann's"
"00FYNY","Sherwood"
"00FYNZ","Wollaton East and Lenton Abbey"
"00FYPA","Wollaton West"
"00GANY","Aylestone"
"00GANZ","Backbury"
"00GAPA","Belmont"
"00GAPB","Bircher"
"00GAPC","Bringsty"
"00GAPD","Bromyard"
"00GAPE","Burghill, Holmer and Lyde"
"00GAPF","Castle"
"00GAPG","Central"
"00GAPH","Credenhill"
"00GAPJ","Frome"
"00GAPK","Golden Cross with Weobley"
"00GAPL","Golden Valley North"
"00GAPM","Golden Valley South"
"00GAPN","Hagley"
"00GAPP","Hampton Court"
"00GAPQ","Hollington"
"00GAPR","Hope End"
"00GAPS","Kerne Bridge"
"00GAPT","Kington Town"
"00GAPU","Ledbury"
"00GAPW","Leominster North"
"00GAPX","Leominster South"
"00GAPY","Llangarron"
"00GAPZ","Mortimer"
"00GAQA","Old Gore"
"00GAQB","Pembridge and Lyonshall with Titley"
"00GAQC","Penyard"
"00GAQD","Pontrilas"
"00GAQE","Ross-on-Wye East"
"00GAQF","Ross-on-Wye West"
"00GAQG","St Martins and Hinton"
"00GAQH","St Nicholas"
"00GAQJ","Stoney Street"
"00GAQK","Sutton Walls"
"00GAQL","Three Elms"
"00GAQM","Tupsley"
"00GAQN","Upton"
"00GAQP","Valletts"
"00GAQQ","Wormsley Ridge"
"00GFNM","Apley Castle"
"00GFNN","Arleston"
"00GFNP","Brookside"
"00GFNQ","Church Aston and Lilleshall"
"00GFNR","College"
"00GFNS","Cuckoo Oak"
"00GFNT","Dawley Magna"
"00GFNU","Donnington"
"00GFNW","Dothill"
"00GFNX","Edgmond"
"00GFNY","Ercall"
"00GFNZ","Ercall Magna"
"00GFPA","Hadley and Leegomery"
"00GFPB","Haygate"
"00GFPC","Horsehay and Lightmoor"
"00GFPD","Ironbridge Gorge"
"00GFPE","Ketley and Oakengates"
"00GFPF","Lawley and Overdale"
"00GFPG","Madeley"
"00GFPH","Malinslee"
"00GFPJ","Muxton"
"00GFPK","Newport East"
"00GFPL","Newport North"
"00GFPM","Newport South"
"00GFPN","Newport West"
"00GFPP","Park"
"00GFPQ","Priorslee"
"00GFPR","St Georges"
"00GFPS","Shawbirch"
"00GFPT","The Nedge"
"00GFPU","Woodside"
"00GFPW","Wrockwardine"
"00GFPX","Wrockwardine Wood and Trench"
"00GGMA","Abbey"
"00GGMB","Albrighton"
"00GGMC","Alveley and Claverley"
"00GGMD","Bagley"
"00GGME","Battlefield"
"00GGMF","Bayston Hill, Column and Sutton"
"00GGMG","Belle Vue"
"00GGMH","Bishop's Castle"
"00GGMJ","Bowbrook"
"00GGMK","Bridgnorth East and Astley Abbotts"
"00GGML","Bridgnorth West and Tasley"
"00GGMM","Broseley"
"00GGMN","Brown Clee"
"00GGMP","Burnell"
"00GGMQ","Castlefields and Ditherington"
"00GGMR","Cheswardine"
"00GGMS","Chirbury and Worthen"
"00GGMT","Church Stretton and Craven Arms"
"00GGMU","Clee"
"00GGMW","Cleobury Mortimer"
"00GGMX","Clun"
"00GGMY","Copthorne"
"00GGMZ","Corvedale"
"00GGNA","Ellesmere Urban"
"00GGNB","Harlescott"
"00GGNC","Highley"
"00GGND","Hodnet"
"00GGNE","Llanymynech"
"00GGNF","Longden"
"00GGNG","Loton"
"00GGNH","Ludlow East"
"00GGNJ","Ludlow North"
"00GGNK","Ludlow South"
"00GGNL","Market Drayton East"
"00GGNM","Market Drayton West"
"00GGNN","Meole"
"00GGNP","Minsterley"
"00GGNQ","Monkmoor"
"00GGNR","Much Wenlock"
"00GGNS","Oswestry East"
"00GGNT","Oswestry South"
"00GGNU","Oswestry West"
"00GGNW","Porthill"
"00GGNX","Prees"
"00GGNY","Quarry and Coton Hill"
"00GGNZ","Radbrook"
"00GGPA","Ruyton and Baschurch"
"00GGPB","St Martin's"
"00GGPC","St Oswald"
"00GGPD","Selattyn and Gobowen"
"00GGPE","Severn Valley"
"00GGPF","Shawbury"
"00GGPG","Shifnal North"
"00GGPH","Shifnal South and Cosford"
"00GGPJ","Sundorne"
"00GGPK","Tern"
"00GGPL","The Meres"
"00GGPM","Underdale"
"00GGPN","Wem"
"00GGPP","Whitchurch North"
"00GGPQ","Whitchurch South"
"00GGPR","Whittington"
"00GGPS","Worfield"
"00GLMX","Abbey Green"
"00GLMY","Bentilee and Townsend"
"00GLMZ","Berryhill and Hanley East"
"00GLNA","Blurton"
"00GLNB","Burslem North"
"00GLNC","Burslem South"
"00GLND","Chell and Packmoor"
"00GLNE","East Valley"
"00GLNF","Fenton"
"00GLNG","Hanley West and Shelton"
"00GLNH","Hartshill and Penkhull"
"00GLNJ","Longton North"
"00GLNK","Longton South"
"00GLNL","Meir Park and Sandon"
"00GLNM","Northwood and Birches Head"
"00GLNN","Norton and Bradeley"
"00GLNP","Stoke and Trent Vale"
"00GLNQ","Trentham and Hanford"
"00GLNR","Tunstall"
"00GLNS","Weston and Meir North"
"00HANP","Abbey"
"00HANQ","Bathavon North"
"00HANR","Bathavon South"
"00HANS","Bathavon West"
"00HANT","Bathwick"
"00HANU","Chew Valley North"
"00HANW","Chew Valley South"
"00HANX","Clutton"
"00HANY","Combe Down"
"00HANZ","Farmborough"
"00HAPA","High Littleton"
"00HAPB","Keynsham East"
"00HAPC","Keynsham North"
"00HAPD","Keynsham South"
"00HAPE","Kingsmead"
"00HAPF","Lambridge"
"00HAPG","Lansdown"
"00HAPH","Lyncombe"
"00HAPJ","Mendip"
"00HAPK","Midsomer Norton North"
"00HAPL","Midsomer Norton Redfield"
"00HAPM","Newbridge"
"00HAPN","Odd Down"
"00HAPP","Oldfield"
"00HAPQ","Paulton"
"00HAPR","Peasedown"
"00HAPS","Publow and Whitchurch"
"00HAPT","Radstock"
"00HAPU","Saltford"
"00HAPW","Southdown"
"00HAPX","Timsbury"
"00HAPY","Twerton"
"00HAPZ","Walcot"
"00HAQA","Westfield"
"00HAQB","Westmoreland"
"00HAQC","Weston"
"00HAQD","Widcombe"
"00HBNM","Ashley"
"00HBNN","Avonmouth"
"00HBNP","Bedminster"
"00HBNQ","Bishopston"
"00HBNR","Bishopsworth"
"00HBNS","Brislington East"
"00HBNT","Brislington West"
"00HBNU","Cabot"
"00HBNW","Clifton"
"00HBNX","Clifton East"
"00HBNY","Cotham"
"00HBNZ","Easton"
"00HBPA","Eastville"
"00HBPB","Filwood"
"00HBPC","Frome Vale"
"00HBPD","Hartcliffe"
"00HBPE","Henbury"
"00HBPF","Hengrove"
"00HBPG","Henleaze"
"00HBPH","Hillfields"
"00HBPJ","Horfield"
"00HBPK","Kingsweston"
"00HBPL","Knowle"
"00HBPM","Lawrence Hill"
"00HBPN","Lockleaze"
"00HBPP","Redland"
"00HBPQ","St George East"
"00HBPR","St George West"
"00HBPS","Southmead"
"00HBPT","Southville"
"00HBPU","Stockwood"
"00HBPW","Stoke Bishop"
"00HBPX","Westbury-on-Trym"
"00HBPY","Whitchurch Park"
"00HBPZ","Windmill Hill"
"00HCNP","Backwell"
"00HCNQ","Banwell and Winscombe"
"00HCNR","Blagdon and Churchill"
"00HCNS","Clevedon Central"
"00HCNT","Clevedon East"
"00HCNU","Clevedon North"
"00HCNW","Clevedon South"
"00HCNX","Clevedon Walton"
"00HCNY","Clevedon West"
"00HCNZ","Clevedon Yeo"
"00HCPA","Congresbury"
"00HCPB","Easton-in-Gordano"
"00HCPC","Gordano"
"00HCPD","Hutton and Locking"
"00HCPE","Kewstoke"
"00HCPF","Nailsea East"
"00HCPG","Nailsea North and West"
"00HCPH","Pill"
"00HCPJ","Portishead Central"
"00HCPK","Portishead Coast"
"00HCPL","Portishead East"
"00HCPM","Portishead Redcliffe Bay"
"00HCPN","Portishead South and North Weston"
"00HCPP","Portishead West"
"00HCPQ","Weston-super-Mare Central"
"00HCPR","Weston-super-Mare Clarence and Uphill"
"00HCPS","Weston-super-Mare East"
"00HCPT","Weston-super-Mare Milton and Old Worle"
"00HCPU","Weston-super-Mare North Worle"
"00HCPW","Weston-super-Mare South"
"00HCPX","Weston-super-Mare South Worle"
"00HCPY","Weston-super-Mare West"
"00HCPZ","Winford"
"00HCQA","Wraxall and Long Ashton"
"00HCQB","Wrington"
"00HCQC","Yatton"
"00HDQE","Almondsbury"
"00HDQF","Bitton"
"00HDQG","Boyd Valley"
"00HDQH","Bradley Stoke Central and Stoke Lodge"
"00HDQJ","Bradley Stoke North"
"00HDQK","Bradley Stoke South"
"00HDQL","Charfield"
"00HDQM","Chipping Sodbury"
"00HDQN","Cotswold Edge"
"00HDQP","Dodington"
"00HDQQ","Downend"
"00HDQR","Emersons Green"
"00HDQS","Filton"
"00HDQT","Frampton Cotterell"
"00HDQU","Frenchay and Stoke Park"
"00HDQW","Hanham"
"00HDQX","Kings Chase"
"00HDQY","Ladden Brook"
"00HDQZ","Longwell Green"
"00HDRA","Oldland Common"
"00HDRB","Parkwall"
"00HDRC","Patchway"
"00HDRD","Pilning and Severn Beach"
"00HDRE","Rodway"
"00HDRF","Severn"
"00HDRG","Siston"
"00HDRH","Staple Hill"
"00HDRJ","Stoke Gifford"
"00HDRK","Thornbury North"
"00HDRL","Thornbury South and Alveston"
"00HDRM","Westerleigh"
"00HDRN","Winterbourne"
"00HDRP","Woodstock"
"00HDRQ","Yate Central"
"00HDRR","Yate North"
"00HEMA","Altarnun"
"00HEMB","Bodmin Central"
"00HEMC","Bodmin East"
"00HEMD","Bodmin West"
"00HEME","Breage"
"00HEMF","Bude North and Stratton"
"00HEMG","Bude South"
"00HEMH","Bugle"
"00HEMJ","Callington"
"00HEMK","Camborne Central"
"00HEML","Camborne North"
"00HEMM","Camborne South"
"00HEMN","Camborne West"
"00HEMP","Camelford"
"00HEMQ","Carn Brea North"
"00HEMR","Carn Brea South"
"00HEMS","Chacewater and Kenwyn"
"00HEMT","Colan and Mawgan"
"00HEMU","Constantine"
"00HEMW","Falmouth Arwenack"
"00HEMX","Falmouth Boslowick"
"00HEMY","Falmouth Gyllyngvase"
"00HEMZ","Falmouth Penwerris"
"00HENA","Falmouth Trescobeas"
"00HENB","Feock and Kea"
"00HENC","Flexbury and Poughill"
"00HEND","Fowey"
"00HENE","Gulval and Heamoor"
"00HENF","Gunnislake"
"00HENG","Gwinear-Gwithian and St Erth"
"00HENH","Hayle North"
"00HENJ","Hayle South"
"00HENK","Helston Central"
"00HENL","Helston North"
"00HENM","Illogan"
"00HENN","Kelly Bray"
"00HENP","Ladock, St Clement and St Erme"
"00HENQ","Lanivet"
"00HENR","Launceston Central"
"00HENS","Launceston North"
"00HENT","Launceston South"
"00HENU","Lelant and Carbis Bay"
"00HENW","Liskeard Central"
"00HENX","Liskeard North"
"00HENY","Liskeard South and Dobwalls"
"00HENZ","Looe East"
"00HEPA","Looe West and Lansallos"
"00HEPB","Lostwithiel"
"00HEPC","Ludgvan"
"00HEPD","Mabe"
"00HEPE","Marazion"
"00HEPF","Menheniot"
"00HEPG","Mevagissey"
"00HEPH","Mount Charles"
"00HEPJ","Mount Hawke and Portreath"
"00HEPK","Mullion"
"00HEPL","Newlyn and Goonhavern"
"00HEPM","Newlyn and Mousehole"
"00HEPN","Newquay Central"
"00HEPP","Newquay Pentire"
"00HEPQ","Newquay Treloggan"
"00HEPR","Newquay Tretherras"
"00HEPS","Newquay Treviglas"
"00HEPT","Padstow"
"00HEPU","Pelynt"
"00HEPW","Penryn East and Mylor"
"00HEPX","Penryn West"
"00HEPY","Penwithick"
"00HEPZ","Penzance Central"
"00HEQA","Penzance East"
"00HEQB","Penzance Promenade"
"00HEQC","Perranporth"
"00HEQD","Porthleven and Helston South"
"00HEQE","Poundstock"
"00HEQF","Probus"
"00HEQG","Rame"
"00HEQH","Redruth Central"
"00HEQJ","Redruth North"
"00HEQK","Redruth South"
"00HEQL","Roche"
"00HEQM","Roseland"
"00HEQN","St Agnes"
"00HEQP","St Austell Bay"
"00HEQQ","St Austell Bethel"
"00HEQR","St Austell Gover"
"00HEQS","St Austell Poltair"
"00HEQT","St Blaise"
"00HEQU","St Buryan"
"00HEQW","St Cleer"
"00HEQX","St Columb"
"00HEQY","St Day and Lanner"
"00HEQZ","St Dennis"
"00HERA","St Endellion"
"00HERB","St Enoder"
"00HERC","St Germans"
"00HERD","St Issey"
"00HERE","St Ive"
"00HERF","St Ives North"
"00HERG","St Ives South"
"00HERH","St Just in Penwith"
"00HERJ","St Keverne and Meneage"
"00HERK","St Mewan"
"00HERL","St Stephen"
"00HERM","St Teath"
"00HERN","Saltash Burraton"
"00HERP","Saltash Essa"
"00HERQ","Saltash Pill"
"00HERR","Saltash St Stephens"
"00HERS","Stithians"
"00HERT","Stokeclimsland"
"00HERU","Threemilestone and Gloweth"
"00HERW","Tintagel"
"00HERX","Torpoint East"
"00HERY","Torpoint West"
"00HERZ","Troon and Beacon"
"00HESA","Truro Boscawen"
"00HESB","Truro Moresk"
"00HESC","Truro Tregolls"
"00HESD","Truro Trehaverne"
"00HESE","Tywardreath"
"00HESF","Wadebridge East"
"00HESG","Wadebridge West"
"00HESH","Wendron"
"00HFMA","Bryher"
"00HFMB","St. Agnes"
"00HFMC","St. Martin's"
"00HFMD","St. Mary's"
"00HFME","Tresco"
"00HGMX","Budshead"
"00HGMY","Compton"
"00HGMZ","Devonport"
"00HGNA","Drake"
"00HGNB","Efford and Lipson"
"00HGNC","Eggbuckland"
"00HGND","Ham"
"00HGNE","Honicknowle"
"00HGNF","Moor View"
"00HGNG","Peverell"
"00HGNH","Plympton Chaddlewood"
"00HGNJ","Plympton Erle"
"00HGNK","Plympton St Mary"
"00HGNL","Plymstock Dunstone"
"00HGNM","Plymstock Radford"
"00HGNN","St Budeaux"
"00HGNP","St Peter and the Waterfront"
"00HGNQ","Southway"
"00HGNR","Stoke"
"00HGNS","Sutton and Mount Gould"
"00HHMN","Berry Head-with-Furzeham"
"00HHMP","Blatchcombe"
"00HHMQ","Churston-with-Galmpton"
"00HHMR","Clifton-with-Maidenway"
"00HHMS","Cockington-with-Chelston"
"00HHMT","Ellacombe"
"00HHMU","Goodrington-with-Roselands"
"00HHMW","Preston"
"00HHMX","Roundham-with-Hyde"
"00HHMY","St Marychurch"
"00HHMZ","St Mary's-with-Summercombe"
"00HHNA","Shiphay-with-the-Willows"
"00HHNB","Tormohun"
"00HHNC","Watcombe"
"00HHND","Wellswood"
"00HNMW","Boscombe East"
"00HNMX","Boscombe West"
"00HNMY","Central"
"00HNMZ","East Cliff and Springbourne"
"00HNNA","East Southbourne and Tuckton"
"00HNNB","Kinson North"
"00HNNC","Kinson South"
"00HNND","Littledown and Iford"
"00HNNE","Moordown"
"00HNNF","Queen's Park"
"00HNNG","Redhill and Northbourne"
"00HNNH","Strouden Park"
"00HNNJ","Talbot and Branksome Woods"
"00HNNK","Throop and Muscliff"
"00HNNL","Wallisdown and Winton West"
"00HNNM","West Southbourne"
"00HNNN","Westbourne and West Cliff"
"00HNNP","Winton East"
"00HPMP","Alderney"
"00HPMQ","Branksome East"
"00HPMR","Branksome West"
"00HPMS","Broadstone"
"00HPMT","Canford Cliffs"
"00HPMU","Canford Heath East"
"00HPMW","Canford Heath West"
"00HPMX","Creekmoor"
"00HPMY","Hamworthy East"
"00HPMZ","Hamworthy West"
"00HPNA","Merley and Bearwood"
"00HPNB","Newtown"
"00HPNC","Oakdale"
"00HPND","Parkstone"
"00HPNE","Penn Hill"
"00HPNF","Poole Town"
"00HXMY","Abbey Meads"
"00HXMZ","Blunsdon"
"00HXNA","Central"
"00HXNB","Covingham and Nythe"
"00HXNC","Dorcan"
"00HXND","Eastcott"
"00HXNE","Freshbrook and Grange Park"
"00HXNF","Gorse Hill and Pinehurst"
"00HXNG","Haydon Wick"
"00HXNH","Highworth"
"00HXNJ","Moredon"
"00HXNK","Old Town and Lawn"
"00HXNL","Parks"
"00HXNM","Penhill"
"00HXNN","Ridgeway"
"00HXNP","St Margaret"
"00HXNQ","St Philip"
"00HXNR","Shaw and Nine Elms"
"00HXNS","Toothill and Westlea"
"00HXNT","Walcot"
"00HXNU","Western"
"00HXNW","Wroughton and Chiseldon"
"00HYMA","Aldbourne and Ramsbury"
"00HYMB","Alderbury and Whiteparish"
"00HYMC","Amesbury East"
"00HYMD","Amesbury West"
"00HYME","Bourne and Woodford Valley"
"00HYMF","Box and Colerne"
"00HYMG","Bradford-on-Avon North"
"00HYMH","Bradford-on-Avon South"
"00HYMJ","Brinkworth"
"00HYMK","Bromham, Rowde and Potterne"
"00HYML","Bulford, Allington and Figheldean"
"00HYMM","Burbage and the Bedwyns"
"00HYMN","By Brook"
"00HYMP","Calne Central"
"00HYMQ","Calne Chilvester and Abberd"
"00HYMR","Calne North"
"00HYMS","Calne Rural"
"00HYMT","Calne South and Cherhill"
"00HYMU","Chippenham Cepen Park and Derriads"
"00HYMW","Chippenham Cepen Park and Redlands"
"00HYMX","Chippenham Hardenhuish"
"00HYMY","Chippenham Hardens and England"
"00HYMZ","Chippenham Lowden and Rowden"
"00HYNA","Chippenham Monkton"
"00HYNB","Chippenham Pewsham"
"00HYNC","Chippenham Queens and Sheldon"
"00HYND","Corsham Pickwick"
"00HYNE","Corsham Town"
"00HYNF","Corsham Without and Box Hill"
"00HYNG","Cricklade and Latton"
"00HYNH","Devizes and Roundway South"
"00HYNJ","Devizes East"
"00HYNK","Devizes North"
"00HYNL","Downton and Ebble Valley"
"00HYNM","Durrington and Larkhill"
"00HYNN","Ethandune"
"00HYNP","Fovant and Chalke Valley"
"00HYNQ","Hilperton"
"00HYNR","Holt and Staverton"
"00HYNS","Kington"
"00HYNT","Laverstock, Ford and Old Sarum"
"00HYNU","Ludgershall and Perham Down"
"00HYNW","Lyneham"
"00HYNX","Malmesbury"
"00HYNY","Marlborough East"
"00HYNZ","Marlborough West"
"00HYPA","Melksham Central"
"00HYPB","Melksham North"
"00HYPC","Melksham South"
"00HYPD","Melksham Without North"
"00HYPE","Melksham Without South"
"00HYPF","Mere"
"00HYPG","Minety"
"00HYPH","Nadder and East Knoyle"
"00HYPJ","Pewsey"
"00HYPK","Pewsey Vale"
"00HYPL","Purton"
"00HYPM","Redlynch and Landford"
"00HYPN","Roundway"
"00HYPP","Salisbury Bemerton"
"00HYPQ","Salisbury Fisherton and Bemerton Village"
"00HYPR","Salisbury Harnham"
"00HYPS","Salisbury St Edmund and Milford"
"00HYPT","Salisbury St Francis and Stratford"
"00HYPU","Salisbury St Mark's and Bishopdown"
"00HYPW","Salisbury St Martin's and Cathedral"
"00HYPX","Salisbury St Paul's"
"00HYPY","Sherston"
"00HYPZ","Southwick"
"00HYQA","Summerham and Seend"
"00HYQB","The Collingbournes and Netheravon"
"00HYQC","The Lavingtons and Erlestoke"
"00HYQD","Tidworth"
"00HYQE","Till and Wylye Valley"
"00HYQF","Tisbury"
"00HYQG","Trowbridge Adcroft"
"00HYQH","Trowbridge Central"
"00HYQJ","Trowbridge Drynham"
"00HYQK","Trowbridge Grove"
